m49_code,country,region,cpc_code,commodity,year,loss_percentage,food_supply_stage,treatment,cause_of_loss,sample_size,method_data_collection,reference,url,notes
246,Finland,,1242,"Peas, green",2017,17.6,Farm,"Finding ways to overcome small scale problem, finding new markets.","Diseases and
weather conditions.","The contacts included all Finnish pea producer contacts: 1,198
producer contacts in total (of which 549 had over 100 acres of pea production fields).
964 producers shared their e-mail details, and we therefore sent the questionnaire to
these 964 producers.
The questionnaire was sent to 964 pea producers, of which only 114 producers
responded to the questionnaire and 65 completed the questionnaire successfully. – 49 responses – were rejected because the producers
reported that they did not produce for human consumption (16), reported nothing for
the uses of peas (23), reported 0 kg yield (3 cases) and/or did not report yield at all (15
cases). Therefore, when only complete answers are counted the final response rate was
low – only 7%. 28 produced field peas and 37 produced green peas. Two of the field pea
producers and one of the green pea producers were organic producers and the rest were
conventional producers.",Survey,FoodLossPrimaryProd.pdf,,
246,Finland,,1251,Carrots and turnips,2017,6.2,Harvest,,"Plant diseases and moulds during storage because of weather, crop rotation, storage conditions and cultivar. Minor quality deficiencies were also mentioned as major reasons for post-harvest losses.",03.Jun,Crop Cutting Field Experiment,FoodLossPrimaryProd.pdf,,"Pg 13; At two farms the study took place on the same day as the harvest, but at one farm the field had been harvested two days before (Table 4). In each field, three plots were selected, each approximately 10 m x 1.20 m (12 m2
). The selection of the plots was restricted to certain areas by heavy field traffic on farms 1 and 3 where the harvesting was ongoing. On farm 2, the grower showed us suitable spots where carrot mass was likely to vary. The plots were marked with sticks and line string. The remaining carrots
were dug up, rough-cleaned from soil, and placed into plastic bags for weighing directly in the field. Leaves were discarded before weighing the carrots. To confirm the results, the weighing was carried out with two calibrated scales, and the final results were
calculated using the averages of the two values"
246,Finland,,1251,Carrots and turnips,2017,15.0,Farm,,"Most important: After harvest: Quality (appearance, size), plant diseases and damage. During harvest: Weather conditions, plant diseases and harvesting procedures.",only 31 producers responded to the questionnaire and 27 completed the questionnaire successfully of 293,Survey,FoodLossPrimaryProd.pdf,,": 55% of the side flow occurred during sorting (after harvest), 28% during storing, and 13% was left in the field/sorted out during harvest.average somewhere between 10% and 20% (range 0–90%) of total production"
246,Finland,,1253.01,"Onions and shallots, green",2017,11.0,Farm,,"Diseases and
damage, quality,
appearance.","The questionnaire was sent to 302 onion producers, of which only 31 producers
responded to the questionnaire and 26 completed the questionnaire successfully. Thus,
the response rate was low – only 10%. Of the 26 onion producers, six were organic
producers and the rest were conventional producers.",Survey,FoodLossPrimaryProd.pdf,,
246,Finland,,1354,Strawberries,2014,14.0,Farm,,,68,Survey,"Hartikainen et al.,. 2014",,
246,Finland,,1214,Lettuce and chicory,2013,17.0,Farm,,,7,Survey,"Hartikainen et al., 2014",,Expanded from loss factor 21103 based on the period_years.
246,Finland,,1242,"Peas, green",2013,17.0,Harvest,,,37,Survey,"Hartikainen et al., 2014",,Expanded from loss factor 21104 based on the period_years.
246,Finland,,1251,Carrots and turnips,2013,26.0,Farm,,,27,Survey,"Hartikainen et al., 2014",,Expanded from loss factor 21108 based on the period_years.
246,Finland,,1253.01,"Onions and shallots, green",2013,11.0,Farm,,,27,Survey,"Hartikainen et al., 2014",,Expanded from loss factor 21099 based on the period_years.
246,Finland,,1214,Lettuce and chicory,2012,17.0,Farm,,,7,Survey,"Hartikainen et al., 2014",,Expanded from loss factor 21103 based on the period_years.
246,Finland,,1242,"Peas, green",2012,17.0,Harvest,,,37,Survey,"Hartikainen et al., 2014",,Expanded from loss factor 21104 based on the period_years.
246,Finland,,1251,Carrots and turnips,2012,26.0,Farm,,,27,Survey,"Hartikainen et al., 2014",,Expanded from loss factor 21108 based on the period_years.
246,Finland,,1253.01,"Onions and shallots, green",2012,11.0,Farm,,,27,Survey,"Hartikainen et al., 2014",,Expanded from loss factor 21099 based on the period_years.
246,Finland,,1214,Lettuce and chicory,2011,17.0,Farm,,,7,Survey,"Hartikainen et al., 2014",,Expanded from loss factor 21103 based on the period_years.
246,Finland,,1242,"Peas, green",2011,17.0,Harvest,,,37,Survey,"Hartikainen et al., 2014",,Expanded from loss factor 21104 based on the period_years.
246,Finland,,1251,Carrots and turnips,2011,26.0,Farm,,,27,Survey,"Hartikainen et al., 2014",,Expanded from loss factor 21108 based on the period_years.
246,Finland,,1253.01,"Onions and shallots, green",2011,11.0,Farm,,,27,Survey,"Hartikainen et al., 2014",,Expanded from loss factor 21099 based on the period_years.
246,Finland,,1359.9,"Other fruits, n.e.c.",2010,13.0,Households,,,,Survey,"Venice 2012, Fourth International Symposium on Energy from Biomass and Waste",,
266,Gabon,,1313,Plantains and cooking bananas,2013,35.0,Whole supply chain,,"rough handling, unprotected storage conditions, and poor transportation",,No Data Collection Specified,Cauthen et al. (2013),http://www.mod.gov.tr/Lists/RecentPublications/Attachments/120/Reducing%20Postharvest%20Losses%20in%20the%20OIC%20Member%20Countries.pdf,
288,Ghana,,1234,Tomatoes,2014,28.6,Farm,,,,Modelled Estimates,"Rino Bolten (2015), the impacts of reducing food loss in ghana",, Reference has been generated automatically
288,Ghana,,1234,Tomatoes,2014,32.1,Distribution,,,,Modelled Estimates,"Rino Bolten (2015), the impacts of reducing food loss in ghana",, Reference has been generated automatically
288,Ghana,,1234,Tomatoes,2014,5.7,Harvest,,,,Modelled Estimates,"Rino Bolten (2015), the impacts of reducing food loss in ghana",, Reference has been generated automatically
288,Ghana,,1239.01,Okra,2014,30.0,Farm,,,,Modelled Estimates,"Rino Bolten (2015), the impacts of reducing food loss in ghana",, Reference has been generated automatically
288,Ghana,,1239.01,Okra,2014,16.6,Harvest,,,,Modelled Estimates,"Rino Bolten (2015), the impacts of reducing food loss in ghana",, Reference has been generated automatically
288,Ghana,,1239.01,Okra,2014,4.7,Distribution,,,,Modelled Estimates,"Rino Bolten (2015), the impacts of reducing food loss in ghana",, Reference has been generated automatically
288,Ghana,,1323,Oranges,2014,2.2,Farm,,,,Modelled Estimates,"Rino Bolten (2015), the impacts of reducing food loss in ghana",, Reference has been generated automatically
288,Ghana,,1323,Oranges,2014,1.1,Harvest,,,,Modelled Estimates,"Rino Bolten (2015), the impacts of reducing food loss in ghana",, Reference has been generated automatically
288,Ghana,,1323,Oranges,2014,2.8,Distribution,,,,Modelled Estimates,"Rino Bolten (2015), the impacts of reducing food loss in ghana",, Reference has been generated automatically
288,Ghana,,1239.01,Okra,2013,25.0,Post-harvest,,,,Laboratory Trials,"Tekpor, (2011)",https://www.researchgate.net/publication/285594317_Postharvest_losses_in_Africa_-_Analytical_review_and_synthesis_the_case_of_Ghana,
288,Ghana,Ashanti Region of Ghana,1234,Tomatoes,2011,50.0,Farm,,Literacy and technology exposure: 60 -90 % of producers did not pre-cool produce after harvest.  Used vehicles or head loads to convey produce to market. Producers had no storage facilities ; Marketers preferred the use of polythene materials for packaging.,300,Survey,"Adarkwa, (2011)",https://www.researchgate.net/publication/285594317_Postharvest_losses_in_Africa_-_Analytical_review_and_synthesis_the_case_of_Ghana,
288,Ghana,Brong - Ahafo region (highly productive zone),1234,Tomatoes,2011,35.0,Farm,,Lack of diversified uses of tomatoes is one main source of postharvest losses.,,Survey,"Yeboah, (2011)",https://www.researchgate.net/publication/285594317_Postharvest_losses_in_Africa_-_Analytical_review_and_synthesis_the_case_of_Ghana,
288,Ghana,,1316,"Mangoes, guavas and mangosteens",2010,5.4,Wholesale,,Quality losses due damage and decay,,No Data Collection Specified,Kitinoja,http://ucce.ucdavis.edu/files/datastore/234-2429.pdf,
288,Ghana,,1316,"Mangoes, guavas and mangosteens",2010,9.0,Retail,,Quality losses due damage and decay,,No Data Collection Specified,Kitinoja,http://ucce.ucdavis.edu/files/datastore/234-2429.pdf,
288,Ghana,,1316,"Mangoes, guavas and mangosteens",2010,4.8,Farm,,Quality losses due damage and decay,,No Data Collection Specified,Kitinoja,http://ucce.ucdavis.edu/files/datastore/234-2429.pdf,
288,Ghana,,1212,Cabbages,2010,19.3,Wholesale,,,,Rapid Assessment,Kitinoja,http://ucanr.edu/datastoreFiles/234-1847.pdf,
288,Ghana,,1212,Cabbages,2010,25.0,Retail,,,,Rapid Assessment,Kitinoja,http://ucanr.edu/datastoreFiles/234-1847.pdf,
288,Ghana,,1212,Cabbages,2010,38.0,Farm,,large sacks,,Rapid Assessment,Kitinoja,http://ucanr.edu/datastoreFiles/234-1847.pdf,
288,Ghana,,1233,Eggplants (aubergines),2010,12.4,Farm,,,,Rapid Assessment,Kitinoja,http://ucanr.edu/datastoreFiles/234-1847.pdf,
288,Ghana,,1233,Eggplants (aubergines),2010,10.5,Wholesale,,,,Rapid Assessment,Kitinoja,http://ucanr.edu/datastoreFiles/234-1847.pdf,
288,Ghana,,1233,Eggplants (aubergines),2010,8.1,Retail,,,,Rapid Assessment,Kitinoja,http://ucanr.edu/datastoreFiles/234-1847.pdf,
288,Ghana,,1234,Tomatoes,2010,16.8,Retail,,,,Rapid Assessment,Kitinoja,http://ucanr.edu/datastoreFiles/234-1847.pdf,
288,Ghana,,1234,Tomatoes,2010,17.8,Wholesale,,,,Rapid Assessment,Kitinoja,http://ucanr.edu/datastoreFiles/234-1847.pdf,
288,Ghana,,1239.01,Okra,2010,2.3,Wholesale,,,,Rapid Assessment,Kitinoja,http://ucanr.edu/datastoreFiles/234-1847.pdf,
288,Ghana,,1239.01,Okra,2010,10.7,Retail,,,,Rapid Assessment,Kitinoja,http://ucanr.edu/datastoreFiles/234-1847.pdf,
288,Ghana,,1253.01,"Onions and shallots, green",2010,11.8,Retail,,,,Rapid Assessment,Kitinoja,http://ucanr.edu/datastoreFiles/234-1847.pdf,
288,Ghana,,1253.01,"Onions and shallots, green",2010,3.3,Wholesale,,,,Rapid Assessment,Kitinoja,http://ucanr.edu/datastoreFiles/234-1847.pdf,
288,Ghana,,1313,Plantains and cooking bananas,2010,26.0,Wholesale,,,,Rapid Assessment,Kitinoja,http://ucanr.edu/datastoreFiles/234-1847.pdf,
288,Ghana,,1313,Plantains and cooking bananas,2010,21.0,Retail,,,,Rapid Assessment,Kitinoja,http://ucanr.edu/datastoreFiles/234-1847.pdf,
288,Ghana,,1316,"Mangoes, guavas and mangosteens",2010,4.2,Farm,,,,Rapid Assessment,Kitinoja,http://ucanr.edu/datastoreFiles/234-1847.pdf,
288,Ghana,,1316,"Mangoes, guavas and mangosteens",2010,5.4,Wholesale,,,,Rapid Assessment,Kitinoja,http://ucanr.edu/datastoreFiles/234-1847.pdf,
288,Ghana,,1316,"Mangoes, guavas and mangosteens",2010,4.5,Retail,,,,Rapid Assessment,Kitinoja,http://ucanr.edu/datastoreFiles/234-1847.pdf,
288,Ghana,,1318,Pineapples,2010,20.0,Farm,,General poor handling Lack of training Only large growers have access to export markets,Training of trainers (60 extension agents),Rapid Assessment,,http://ucanr.edu/datastoreFiles/234-1847.pdf,
288,Ghana,,1318,Pineapples,2010,20.7,Retail,,,,Rapid Assessment,Kitinoja,http://ucanr.edu/datastoreFiles/234-1847.pdf,
288,Ghana,,1318,Pineapples,2010,9.6,Farm,,,,Rapid Assessment,Kitinoja,http://ucanr.edu/datastoreFiles/234-1847.pdf,
288,Ghana,,1318,Pineapples,2010,27.2,Wholesale,,,,Rapid Assessment,Kitinoja,http://ucanr.edu/datastoreFiles/234-1847.pdf,
288,Ghana,Kumasi and its environments (including Ejura) and Tamale,1234,Tomatoes,2010,25.0,Farm,,"The physical loss was measured by percentage of product sorted and not sold. Economic losses due to poor quality (a function of the % cumulative rate of defects, decay and damage that occurred during handling) could not be determined because price data reported for crops in Ghana were unreliable; The air temperatures during the handling at the farm, wholesale and retail markets were 29-31C, and 76 % RH at the farm and wholesale markets, and 72% RH at the retail market.",,Rapid Assessment,Kitinoja and Cantwell (2010),https://www.researchgate.net/publication/285594317_Postharvest_losses_in_Africa_-_Analytical_review_and_synthesis_the_case_of_Ghana,
288,Ghana,Kumasi and its environments (including Ejura) and Tamale,1234,Tomatoes,2010,21.5,Wholesale,,"The physical loss was measured by percentage of product sorted and not sold. Economic losses due to poor quality (a function of the % cumulative rate of defects, decay and damage that occurred during handling) could not be determined because price data reported for crops in Ghana were unreliable; The air temperatures during the handling at the farm, wholesale and retail markets were 29-31C, and 76 % RH at the farm and wholesale markets, and 72% RH at the retail market.",,Rapid Assessment,Kitinoja and Cantwell (2010),https://www.researchgate.net/publication/285594317_Postharvest_losses_in_Africa_-_Analytical_review_and_synthesis_the_case_of_Ghana,Adopted from Kitinoja and Cantwell (2010)
288,Ghana,Kumasi and its environments (including Ejura) and Tamale,1234,Tomatoes,2010,23.0,Retail,,"The physical loss was measured by percentage of product sorted and not sold. Economic losses due to poor quality (a function of the % cumulative rate of defects, decay and damage that occurred during handling) could not be determined because price data reported for crops in Ghana were unreliable; The air temperatures during the handling at the farm, wholesale and retail markets were 29-31C, and 76 % RH at the farm and wholesale markets, and 72% RH at the retail market.",,Rapid Assessment,Kitinoja and Cantwell (2010),https://www.researchgate.net/publication/285594317_Postharvest_losses_in_Africa_-_Analytical_review_and_synthesis_the_case_of_Ghana,
288,Ghana,Kumasi and its environments (including Ejura) and Tamale,1239.01,Okra,2010,6.3,Retail,,"The physical loss was measured by percentage of product sorted and not sold. Economic losses due to poor quality (a function of the % cumulative rate of defects, decay and damage that occurred during handling) could not be determined because price data reported for crops in Ghana were unreliable; The air temperatures during the handling at the farm, wholesale and retail markets were 29-31C, and 76 % RH at the farm and wholesale markets, and 72% RH at the retail market.",,Literature Review,Kitinoja and Cantwell (2010),https://www.researchgate.net/publication/285594317_Postharvest_losses_in_Africa_-_Analytical_review_and_synthesis_the_case_of_Ghana,Adopted from Kitinoja and Cantwell (2010)
288,Ghana,Kumasi and its environments (including Ejura) and Tamale,1239.01,Okra,2010,16.6,Farm,,"The physical loss was measured by percentage of product sorted and not sold. Economic losses due to poor quality (a function of the % cumulative rate of defects, decay and damage that occurred during handling) could not be determined because price data reported for crops in Ghana were unreliable; The air temperatures during the handling at the farm, wholesale and retail markets were 29-31C, and 76 % RH at the farm and wholesale markets, and 72% RH at the retail market.",,Rapid Assessment,Kitinoja and Cantwell (2010),https://www.researchgate.net/publication/285594317_Postharvest_losses_in_Africa_-_Analytical_review_and_synthesis_the_case_of_Ghana,
288,Ghana,Kumasi and its environments (including Ejura) and Tamale,1239.01,Okra,2010,2.3,Wholesale,,"The physical loss was measured by percentage of product sorted and not sold. Economic losses due to poor quality (a function of the % cumulative rate of defects, decay and damage that occurred during handling) could not be determined because price data reported for crops in Ghana were unreliable; The air temperatures during the handling at the farm, wholesale and retail markets were 29-31C, and 76 % RH at the farm and wholesale markets, and 72% RH at the retail market.",,Rapid Assessment,Kitinoja and Cantwell (2010),https://www.researchgate.net/publication/285594317_Postharvest_losses_in_Africa_-_Analytical_review_and_synthesis_the_case_of_Ghana,
288,Ghana,,1234,Tomatoes,2010,22.5,Retail,,At Retail Sold At Discounted Price,,Rapid Assessment,Kitinoja,http://www.sciencedirect.com/science/article/pii/S0305750X14002307,
288,Ghana,,1234,Tomatoes,2010,50.5,Farm,,,,Rapid Assessment,Kitinoja,http://www.sciencedirect.com/science/article/pii/S0305750X14002307,
288,Ghana,,1234,Tomatoes,2010,35.5,Wholesale,,At Wholesale,,Rapid Assessment,Kitinoja,http://www.sciencedirect.com/science/article/pii/S0305750X14002307,
288,Ghana,Site: Kumasi & Tamale.,1239.01,Okra,2010,6.3,Retail,,At Retail Sold At Discounted Price,,Literature Review,Kitinoja,http://www.sciencedirect.com/science/article/pii/S0305750X14002307,Adopted from Kitinoja (2010)
288,Ghana,Site: Kumasi & Tamale.,1239.01,Okra,2010,4.5,Wholesale,,At Wholesale,,Literature Review,Kitinoja,http://www.sciencedirect.com/science/article/pii/S0305750X14002307,
